,ops_num,game_code,circulation,ufps_num,postamt_num,sales,date
150208,127422,7101,159,2,96,18,2018-09-16
150218,111398,7101,70,2,224,25,2017-01-01
150220,125222,7101,116,2,664,11,2017-11-19
150230,124365,7101,119,2,664,16,2017-12-10
150231,105005,7101,120,2,224,17,2017-12-17
150233,121087,7101,149,2,306,11,2018-07-08
150245,105043,7101,100,2,224,9,2017-07-30
150247,105554,7101,101,2,224,12,2017-08-06
150248,119192,7101,101,2,306,17,2017-08-06
150256,125627,7101,104,2,664,17,2017-08-27
150263,119311,7101,170,2,306,23,2018-12-02
150282,109429,7101,103,2,484,15,2017-08-20
150285,129323,7101,81,2,96,15,2017-03-19
150291,107589,7101,168,2,224,19,2018-11-18
150294,115597,7101,171,2,484,11,2018-12-09
150295,117648,7101,171,2,165,18,2018-12-09
150309,105523,7101,109,2,224,17,2017-10-01
150313,105568,7101,126,2,224,24,2018-01-28
150318,125362,7101,139,2,664,17,2018-04-29
150323,125363,7101,173,2,664,13,2018-12-23
150330,105554,7101,94,2,224,18,2017-06-18
150335,119602,7101,164,2,306,25,2018-10-21
150339,115035,7101,166,2,165,12,2018-11-04
150340,115035,7101,167,2,165,19,2018-11-11
150342,125222,7101,86,2,664,18,2017-04-23
150345,105554,7101,89,2,224,16,2017-05-14
150346,121293,7101,90,2,306,27,2017-05-21
150352,105568,7101,65,2,224,21,2016-11-27
150357,119049,7101,119,2,306,12,2017-12-10
150366,124460,7101,149,2,664,20,2018-07-08
150369,127276,7101,111,2,96,13,2017-10-15
150378,105523,7101,145,2,224,12,2018-06-10
150382,117218,7101,177,2,165,9,2019-01-20
150385,121471,7101,179,2,306,12,2019-02-03
150389,119049,7101,72,2,306,14,2017-01-15
150397,125430,7101,122,2,664,42,2017-12-31
150401,129323,7101,93,2,96,10,2017-06-11
150404,124575,7101,93,2,664,15,2017-06-11
150419,119034,7101,85,2,306,13,2017-04-16
150429,109388,7101,129,2,484,23,2018-02-18
150431,125239,7101,161,2,664,17,2018-09-30
150435,105005,7101,77,2,224,16,2017-02-19
150446,127276,7101,112,2,96,15,2017-10-22
150449,105554,7101,113,2,224,16,2017-10-29
150457,115035,7101,145,2,165,30,2018-06-10
150469,121151,7101,141,2,306,8,2018-05-13
150473,121552,7101,173,2,306,18,2018-12-23
150488,105264,7101,98,2,224,12,2017-07-16
150490,109429,7101,99,2,484,11,2017-07-23
150494,127427,7101,102,2,96,28,2017-08-13
150496,127422,7101,103,2,96,17,2017-08-20
150500,125476,7101,104,2,664,16,2017-08-27
150503,123098,7101,137,2,664,11,2018-04-15
150506,119619,7101,169,2,306,18,2018-11-25
150507,109548,7101,169,2,484,15,2018-11-25
150511,127422,7101,170,2,96,13,2018-12-02
150514,117218,7101,67,2,165,15,2016-12-11
150517,105005,7101,116,2,224,15,2017-11-19
150519,129110,7101,116,2,96,25,2017-11-19
150529,124365,7101,178,2,664,12,2019-01-27
150539,127434,7101,103,2,96,16,2017-08-20
150547,121471,7101,169,2,306,11,2018-11-25
150549,115088,7101,170,2,484,12,2018-12-02
150556,127276,7101,106,2,96,15,2017-09-10
150557,123308,7101,106,2,664,12,2017-09-10
150562,105043,7101,140,2,224,52,2018-05-06
150563,109382,7101,142,2,484,19,2018-05-20
150564,125239,7101,172,2,664,20,2018-12-16
150565,115598,7101,172,2,165,16,2018-12-16
150566,119602,7101,172,2,306,26,2018-12-16
150570,129164,7101,91,2,96,25,2017-05-28
150577,109382,7101,132,2,484,17,2018-03-11
150583,121552,7101,164,2,306,17,2018-10-21
150602,119619,7101,80,2,306,19,2017-03-12
150604,105264,7101,83,2,224,16,2017-04-02
150629,124365,7101,116,2,664,23,2017-11-19
150632,125222,7101,119,2,664,21,2017-12-10
150645,127576,7101,121,2,96,12,2017-12-24
150653,127422,7101,155,2,96,16,2018-08-19
150657,117218,7101,116,2,165,21,2017-11-19
150664,105554,7101,120,2,224,17,2017-12-17
150665,105043,7101,120,2,224,14,2017-12-17
150666,127576,7101,147,2,96,11,2018-06-24
150683,121355,7101,106,2,306,14,2017-09-10
150688,121108,7101,140,2,306,12,2018-05-06
150696,115583,7101,174,2,484,16,2018-12-30
150697,105005,7101,79,2,224,15,2017-03-05
150702,117463,7101,84,2,165,21,2017-04-09
150711,127422,7101,90,2,96,14,2017-05-21
150713,105264,7101,90,2,224,20,2017-05-21
150716,119049,7101,160,2,306,12,2018-09-23
150720,127410,7101,162,2,96,9,2018-10-07
150721,117246,7101,163,2,165,19,2018-10-14
150725,127410,7101,91,2,96,9,2017-05-28
150735,127410,7101,164,2,96,13,2018-10-21
150736,127576,7101,164,2,96,12,2018-10-21
150741,115409,7101,167,2,165,16,2018-11-11
150752,125222,7101,154,2,664,15,2018-08-12
150766,129164,7101,103,2,96,18,2017-08-20
150773,127434,7101,168,2,96,12,2018-11-18
150786,121355,7101,94,2,306,15,2017-06-18
150790,119311,7101,166,2,306,21,2018-11-04
150793,123308,7101,85,2,664,18,2017-04-16
150799,127434,7101,128,2,96,10,2018-02-11
150801,121151,7101,128,2,306,8,2018-02-11
150802,127276,7101,160,2,96,12,2018-09-23
150807,109382,7101,163,2,484,9,2018-10-14
150808,129323,7101,112,2,96,16,2017-10-22
150809,127474,7101,112,2,96,23,2017-10-22
150810,125362,7101,113,2,664,15,2017-10-29
150812,123557,7101,114,2,664,15,2017-11-05
150813,125363,7101,114,2,664,11,2017-11-05
150814,127276,7101,114,2,96,16,2017-11-05
150817,115682,7101,114,2,484,18,2017-11-05
150818,109429,7101,146,2,484,16,2018-06-17
150820,129272,7101,176,2,96,20,2019-01-13
150821,115455,7101,176,2,484,21,2019-01-13
150826,121087,7101,75,2,306,22,2017-02-05
150827,119619,7101,76,2,306,24,2017-02-12
150828,105523,7101,77,2,224,10,2017-02-19
150831,129338,7101,122,2,96,13,2017-12-31
150833,105005,7101,152,2,224,20,2018-07-29
150836,125362,7101,154,2,664,18,2018-08-12
150837,125430,7101,154,2,664,7,2018-08-12
150851,119034,7101,109,2,306,12,2017-10-01
150855,119619,7101,142,2,306,19,2018-05-20
150871,121552,7101,101,2,306,14,2017-08-06
150872,125239,7101,101,2,664,14,2017-08-06
150876,109462,7101,103,2,484,15,2017-08-20
150877,123098,7101,104,2,664,10,2017-08-27
150879,109382,7101,137,2,484,20,2018-04-15
150888,125222,7101,117,2,664,16,2017-11-26
150895,109263,7101,151,2,484,21,2018-07-22
150903,123308,7101,105,2,664,16,2017-09-03
150907,109462,7101,106,2,484,11,2017-09-10
150924,129281,7101,173,2,96,8,2018-12-23
150938,125502,7101,104,2,664,12,2017-08-27
150939,115682,7101,104,2,484,12,2017-08-27
150942,115583,7101,135,2,484,24,2018-04-01
150945,109518,7101,136,2,484,18,2018-04-08
150946,125430,7101,137,2,664,31,2018-04-15
150949,105005,7101,168,2,224,20,2018-11-18
150960,127204,7101,111,2,96,11,2017-10-15
150973,115598,7101,93,2,165,14,2017-06-11
150979,117246,7101,164,2,165,24,2018-10-21
150981,129164,7101,166,2,96,20,2018-11-04
150983,125430,7101,83,2,664,8,2017-04-02
150991,105264,7101,86,2,224,22,2017-04-23
150994,127276,7101,87,2,96,14,2017-04-30
150998,127434,7101,161,2,96,10,2018-09-30
151007,119619,7101,74,2,306,28,2017-01-29
151010,105554,7101,122,2,224,38,2017-12-31
151014,129323,7101,154,2,96,20,2018-08-12
151029,105005,7101,178,2,224,20,2019-01-27
151033,109462,7101,98,2,484,15,2017-07-16
151035,119619,7101,99,2,306,19,2017-07-23
151037,121108,7101,100,2,306,10,2017-07-30
151047,111524,7101,135,2,224,14,2018-04-01
151056,125627,7101,70,2,664,14,2017-01-01
151058,124365,7101,117,2,664,11,2017-11-26
151062,105005,7101,119,2,224,22,2017-12-10
151071,115409,7101,177,2,165,15,2019-01-20
151073,127422,7101,177,2,96,15,2019-01-20
151083,115682,7101,112,2,484,19,2017-10-22
151084,115583,7101,112,2,484,11,2017-10-22
151090,117405,7101,114,2,165,17,2017-11-05
151095,129164,7101,146,2,96,55,2018-06-17
151104,105066,7101,139,2,224,11,2018-04-29
151109,127576,7101,172,2,96,13,2018-12-16
151126,127081,7101,122,2,96,58,2017-12-31
151128,129272,7101,154,2,96,11,2018-08-12
151141,105568,7101,87,2,224,19,2017-04-30
151145,119034,7101,89,2,306,14,2017-05-14
151149,127576,7101,162,2,96,14,2018-10-07
151163,127576,7101,114,2,96,19,2017-11-05
151165,123308,7101,115,2,664,14,2017-11-12
151169,121293,7101,68,2,306,14,2016-12-18
151177,125362,7101,119,2,664,20,2017-12-10
151179,115088,7101,120,2,484,15,2017-12-17
151203,117648,7101,135,2,165,14,2018-04-01
151206,129164,7101,168,2,96,20,2018-11-18
151215,127495,7101,171,2,96,19,2018-12-09
151216,125239,7101,171,2,664,16,2018-12-09
151217,129164,7101,171,2,96,23,2018-12-09
151224,105523,7101,81,2,224,13,2017-03-19
151232,105568,7101,156,2,224,25,2018-08-26
151234,115597,7101,157,2,484,11,2018-09-02
151242,117246,7101,130,2,165,16,2018-02-25
151244,117218,7101,162,2,165,10,2018-10-07
151245,125239,7101,163,2,664,18,2018-10-14
151246,121471,7101,163,2,306,11,2018-10-14
151247,111524,7101,73,2,224,15,2017-01-22
151252,109382,7101,122,2,484,60,2017-12-31
151258,125239,7101,153,2,664,14,2018-08-05
151264,117133,7101,93,2,165,22,2017-06-11
151276,111398,7101,167,2,224,17,2018-11-11
151278,127495,7101,105,2,96,12,2017-09-03
151292,105005,7101,172,2,224,16,2018-12-16
151302,124575,7101,118,2,664,15,2017-12-03
151310,111622,7101,178,2,224,18,2019-01-27
151325,121471,7101,136,2,306,11,2018-04-08
151328,115455,7101,138,2,484,11,2018-04-22
151329,105264,7101,111,2,224,18,2017-10-15
151342,119602,7101,175,2,306,36,2019-01-06
151350,119311,7101,83,2,306,26,2017-04-02
151352,111524,7101,84,2,224,20,2017-04-09
151358,127434,7101,105,2,96,9,2017-09-03
151380,127204,7101,95,2,96,19,2017-06-25
151383,124489,7101,95,2,664,9,2017-06-25
151391,115138,7101,164,2,484,17,2018-10-21
151398,111524,7101,86,2,224,17,2017-04-23
151399,124365,7101,87,2,664,18,2017-04-30
151404,121355,7101,89,2,306,12,2017-05-14
151406,129272,7101,90,2,96,8,2017-05-21
151408,121374,7101,160,2,306,25,2018-09-23
151410,117463,7101,163,2,165,15,2018-10-14
151411,115597,7101,163,2,484,13,2018-10-14
151420,119619,7101,153,2,306,22,2018-08-05
151422,125363,7101,154,2,664,23,2018-08-12
151426,127410,7101,99,2,96,13,2017-07-23
151435,129164,7101,104,2,96,15,2017-08-27
151439,117463,7101,136,2,165,16,2018-04-08
151440,109518,7101,137,2,484,16,2018-04-15
151449,105523,7101,97,2,224,11,2017-07-09
151460,109263,7101,170,2,484,15,2018-12-02
151475,111398,7101,120,2,224,16,2017-12-17
151477,105568,7101,147,2,224,20,2018-06-24
151478,105554,7101,149,2,224,16,2018-07-08
151482,115035,7101,90,2,165,17,2017-05-21
151483,129323,7101,90,2,96,10,2017-05-21
151489,125430,7101,179,2,664,10,2019-02-03
151491,129110,7101,129,2,96,43,2018-02-18
151492,109518,7101,160,2,484,19,2018-09-23
151493,115598,7101,163,2,165,14,2018-10-14
151496,121374,7101,106,2,306,18,2017-09-10
151509,124575,7101,78,2,664,23,2017-02-26
151514,117405,7101,83,2,165,12,2017-04-02
151515,127576,7101,173,2,96,10,2018-12-23
151516,123557,7101,173,2,664,18,2018-12-23
151517,129164,7101,174,2,96,32,2018-12-30
151521,129110,7101,127,2,96,21,2018-02-04
151524,127576,7101,159,2,96,17,2018-09-16
151527,123376,7101,112,2,664,14,2017-10-22
151541,117133,7101,71,2,165,64,2017-01-08
151544,105005,7101,73,2,224,22,2017-01-22
151545,105554,7101,75,2,224,11,2017-02-05
151550,129338,7101,105,2,96,13,2017-09-03
151554,129164,7101,108,2,96,21,2017-09-24
151556,109429,7101,109,2,484,24,2017-10-01
151557,124460,7101,109,2,664,20,2017-10-01
151560,121374,7101,70,2,306,20,2017-01-01
151561,115409,7101,116,2,165,17,2017-11-19
151562,127495,7101,116,2,96,16,2017-11-19
151569,129323,7101,118,2,96,16,2017-12-03
151571,123376,7101,118,2,664,19,2017-12-03
151579,115598,7101,178,2,165,20,2019-01-27
151583,127081,7101,139,2,96,20,2018-04-29
151585,105043,7101,173,2,224,10,2018-12-23
151586,119192,7101,173,2,306,8,2018-12-23
151589,109548,7101,174,2,484,16,2018-12-30
151590,105568,7101,62,2,224,15,2016-11-06
151592,105523,7101,79,2,224,12,2017-03-05
151597,129338,7101,84,2,96,13,2017-04-09
151600,124575,7101,111,2,664,14,2017-10-15
151601,115598,7101,111,2,165,21,2017-10-15
151608,121374,7101,113,2,306,22,2017-10-29
151611,119049,7101,114,2,306,20,2017-11-05
151619,119619,7101,146,2,306,14,2018-06-17
151621,125476,7101,156,2,664,16,2018-08-26
151622,125475,7101,156,2,664,5,2018-08-26
151623,121552,7101,158,2,306,16,2018-09-09
151629,123308,7101,98,2,664,17,2017-07-16
151636,105523,7101,102,2,224,6,2017-08-13
151640,129323,7101,103,2,96,13,2017-08-20
151647,115455,7101,137,2,484,11,2018-04-15
151651,123308,7101,168,2,664,17,2018-11-18
151667,121374,7101,132,2,306,18,2018-03-11
151673,119192,7101,85,2,306,12,2017-04-16
151678,105264,7101,88,2,224,16,2017-05-07
151704,125476,7101,98,2,664,9,2017-07-16
151708,119311,7101,101,2,306,17,2017-08-06
151719,105264,7101,112,2,224,14,2017-10-22
151720,115088,7101,113,2,484,19,2017-10-29
151722,129164,7101,113,2,96,29,2017-10-29
151730,117218,7101,169,2,165,15,2018-11-25
151732,109382,7101,171,2,484,14,2018-12-09
151736,117133,7101,175,2,165,21,2019-01-06
151740,127276,7101,85,2,96,15,2017-04-16
151765,125239,7101,106,2,664,17,2017-09-10
151775,117036,7101,109,2,165,13,2017-10-01
151787,125475,7101,92,2,664,6,2017-06-04
151789,125363,7101,94,2,664,15,2017-06-18
151802,117463,7101,166,2,165,16,2018-11-04
151808,124460,7101,72,2,664,19,2017-01-15
151809,117036,7101,74,2,165,10,2017-01-29
151810,121355,7101,75,2,306,15,2017-02-05
151811,105523,7101,76,2,224,9,2017-02-12
151816,115035,7101,122,2,165,91,2017-12-31
151835,124365,7101,118,2,664,23,2017-12-03
151836,123308,7101,118,2,664,19,2017-12-03
151847,117648,7101,178,2,165,15,2019-01-27
151855,127081,7101,96,2,96,16,2017-07-02
151864,127204,7101,167,2,96,13,2018-11-11
151875,119049,7101,122,2,306,57,2017-12-31
151884,121552,7101,163,2,306,11,2018-10-14
151893,121151,7101,116,2,306,15,2017-11-19
151894,115597,7101,116,2,484,16,2017-11-19
151898,119192,7101,119,2,306,8,2017-12-10
151912,121151,7101,110,2,306,10,2017-10-08
151920,123376,7101,102,2,664,13,2017-08-13
151922,109383,7101,103,2,484,19,2017-08-20
151924,121552,7101,172,2,306,15,2018-12-16
151933,127081,7101,170,2,96,15,2018-12-02
151935,119049,7101,171,2,306,9,2018-12-09
151936,115088,7101,79,2,484,18,2017-03-05
151942,124365,7101,111,2,664,19,2017-10-15
151951,125222,7101,145,2,664,22,2018-06-10
151953,119619,7101,176,2,306,22,2019-01-13
151955,127495,7101,157,2,96,14,2018-09-02
151961,119192,7101,70,2,306,18,2017-01-01
151966,115682,7101,119,2,484,24,2017-12-10
151974,115372,7101,178,2,165,22,2019-01-27
151982,111250,7101,124,2,224,12,2018-01-14
151989,105043,7101,159,2,224,21,2018-09-16
151994,119192,7101,99,2,306,19,2017-07-23
152001,115372,7101,103,2,165,22,2017-08-20
152014,121293,7101,74,2,306,23,2017-01-29
152017,129323,7101,121,2,96,4,2017-12-24
152022,127422,7101,92,2,96,13,2017-06-04
152035,129272,7101,164,2,96,13,2018-10-21
152045,123557,7101,162,2,664,12,2018-10-07
152050,105043,7101,105,2,224,15,2017-09-03
152057,117218,7101,109,2,165,18,2017-10-01
152058,105554,7101,109,2,224,11,2017-10-01
152059,129164,7101,110,2,96,27,2017-10-08
152060,105043,7101,111,2,224,11,2017-10-15
152064,125475,7101,113,2,664,17,2017-10-29
152070,125222,7101,143,2,664,18,2018-05-27
152078,124460,7101,176,2,664,25,2019-01-13
152079,115409,7101,176,2,165,11,2019-01-13
152080,115598,7101,176,2,165,15,2019-01-13
152082,127081,7101,136,2,96,12,2018-04-08
152093,117463,7101,106,2,165,17,2017-09-10
152094,127204,7101,107,2,96,17,2017-09-17
152111,127434,7101,98,2,96,17,2017-07-16
152113,127427,7101,98,2,96,20,2017-07-16
152121,124365,7101,104,2,664,20,2017-08-27
152123,125222,7101,138,2,664,16,2018-04-22
152127,121355,7101,138,2,306,15,2018-04-22
152131,125476,7101,169,2,664,9,2018-11-25
152138,127427,7101,82,2,96,19,2017-03-26
152141,129323,7101,84,2,96,10,2017-04-09
152142,121355,7101,84,2,306,17,2017-04-09
152145,127434,7101,111,2,96,11,2017-10-15
152147,127576,7101,112,2,96,22,2017-10-22
152150,115597,7101,114,2,484,14,2017-11-05
152155,125222,7101,175,2,664,8,2019-01-06
152158,117624,7101,176,2,165,14,2019-01-13
152160,117648,7101,157,2,165,18,2018-09-02
152162,125363,7101,158,2,664,9,2018-09-09
152166,127427,7101,85,2,96,17,2017-04-16
152167,125239,7101,85,2,664,17,2017-04-16
152171,119619,7101,130,2,306,21,2018-02-25
152172,121087,7101,130,2,306,13,2018-02-25
152190,125222,7101,95,2,664,14,2017-06-25
152191,125222,7101,97,2,664,15,2017-07-09
152194,115088,7101,133,2,484,26,2018-03-18
152199,105523,7101,72,2,224,19,2017-01-15
152201,124489,7101,73,2,664,62,2017-01-22
152204,105005,7101,75,2,224,23,2017-02-05
152208,127576,7101,122,2,96,37,2017-12-31
152209,115598,7101,122,2,165,59,2017-12-31
152221,125476,7101,70,2,664,59,2017-01-01
152224,111622,7101,117,2,224,13,2017-11-26
152228,119049,7101,151,2,306,19,2018-07-22
152229,115035,7101,177,2,165,9,2019-01-20
152234,115035,7101,179,2,165,15,2019-02-03
152245,125565,7101,132,2,664,11,2018-03-11
152254,111398,7101,116,2,224,15,2017-11-19
152259,125476,7101,118,2,664,14,2017-12-03
152266,125239,7101,147,2,664,8,2018-06-24
152268,119192,7101,149,2,306,18,2018-07-08
152270,119311,7101,150,2,306,25,2018-07-15
152271,127427,7101,86,2,96,17,2017-04-23
152277,117405,7101,178,2,165,15,2019-01-27
152278,105568,7101,178,2,224,19,2019-01-27
152281,121471,7101,129,2,306,11,2018-02-18
152283,109462,7101,131,2,484,15,2018-03-04
152284,121471,7101,161,2,306,15,2018-09-30
152287,124460,7101,105,2,664,18,2017-09-03
152290,125475,7101,105,2,664,20,2017-09-03
152291,105523,7101,106,2,224,16,2017-09-10
152292,109263,7101,106,2,484,19,2017-09-10
152293,119049,7101,107,2,306,15,2017-09-17
152295,119311,7101,107,2,306,16,2017-09-17
152296,117133,7101,108,2,165,22,2017-09-24
152301,117246,7101,139,2,165,65,2018-04-29
152314,124575,7101,101,2,664,13,2017-08-06
152325,109518,7101,170,2,484,17,2018-12-02
152328,107589,7101,80,2,224,20,2017-03-12
152334,115598,7101,84,2,165,9,2017-04-09
152358,127427,7101,112,2,96,23,2017-10-22
152365,115409,7101,98,2,165,14,2017-07-16
152369,115455,7101,99,2,484,10,2017-07-23
152373,119311,7101,63,2,306,15,2016-11-13
152381,121151,7101,168,2,306,16,2018-11-18
152391,125502,7101,119,2,664,9,2017-12-10
152392,129110,7101,119,2,96,13,2017-12-10
152393,127495,7101,119,2,96,16,2017-12-10
152394,127427,7101,120,2,96,18,2017-12-17
152401,125502,7101,178,2,664,9,2019-01-27
152405,119192,7101,81,2,306,17,2017-03-19
152414,129323,7101,92,2,96,15,2017-06-04
152417,121087,7101,95,2,306,15,2017-06-25
152423,109518,7101,164,2,484,18,2018-10-21
152428,109462,7101,105,2,484,15,2017-09-03
152432,125476,7101,107,2,664,20,2017-09-17
152436,119311,7101,108,2,306,20,2017-09-24
152437,129281,7101,109,2,96,7,2017-10-01
152441,121151,7101,139,2,306,9,2018-04-29
152453,125476,7101,72,2,664,56,2017-01-15
152458,121151,7101,77,2,306,8,2017-02-19
152465,127081,7101,111,2,96,22,2017-10-15
152469,121108,7101,114,2,306,7,2017-11-05
152470,127474,7101,114,2,96,18,2017-11-05
152478,109383,7101,176,2,484,17,2019-01-13
152481,119034,7101,90,2,306,25,2017-05-21
152496,124489,7101,101,2,664,11,2017-08-06
152498,111524,7101,102,2,224,13,2017-08-13
152499,117463,7101,102,2,165,19,2017-08-13
152500,119619,7101,103,2,306,21,2017-08-20
152512,115597,7101,169,2,484,13,2018-11-25
152520,111524,7101,70,2,224,17,2017-01-01
152525,107589,7101,117,2,224,14,2017-11-26
152529,121087,7101,85,2,306,18,2017-04-16
152533,127276,7101,90,2,96,9,2017-05-21
152534,109382,7101,129,2,484,17,2018-02-18
152535,115088,7101,129,2,484,15,2018-02-18
152549,115138,7101,150,2,484,12,2018-07-15
152558,129110,7101,93,2,96,19,2017-06-11
152564,117405,7101,97,2,165,17,2017-07-09
152576,127422,7101,82,2,96,20,2017-03-26
152578,129323,7101,83,2,96,15,2017-04-02
152582,129110,7101,165,2,96,14,2018-10-28
152587,105523,7101,125,2,224,13,2018-01-21
152591,127576,7101,105,2,96,11,2017-09-03
152594,111524,7101,107,2,224,16,2017-09-17
152596,125475,7101,107,2,664,11,2017-09-17
152604,127204,7101,109,2,96,16,2017-10-01
152609,125565,7101,110,2,664,9,2017-10-08
152618,119619,7101,174,2,306,31,2018-12-30
152621,115372,7101,157,2,165,21,2018-09-02
152622,109382,7101,158,2,484,17,2018-09-09
152629,121293,7101,77,2,306,24,2017-02-19
152645,119034,7101,114,2,306,12,2017-11-05
152649,105523,7101,92,2,224,27,2017-06-04
152652,127576,7101,96,2,96,21,2017-07-02
152654,121087,7101,96,2,306,11,2017-07-02
152672,127204,7101,88,2,96,24,2017-05-07
152676,123308,7101,130,2,664,29,2018-02-25
152678,124460,7101,131,2,664,21,2018-03-04
152679,119619,7101,69,2,306,18,2016-12-25
152682,105005,7101,70,2,224,23,2017-01-01
152694,109518,7101,150,2,484,12,2018-07-15
152698,105523,7101,161,2,224,12,2018-09-30
152702,117624,7101,98,2,165,23,2017-07-16
152706,119311,7101,102,2,306,24,2017-08-13
152708,129110,7101,102,2,96,15,2017-08-13
152715,115372,7101,168,2,165,21,2018-11-18
152716,115138,7101,168,2,484,18,2018-11-18
152732,115682,7101,109,2,484,16,2017-10-01
152743,115035,7101,174,2,165,27,2018-12-30
152747,111398,7101,125,2,224,17,2018-01-21
152751,111398,7101,158,2,224,18,2018-09-09
152757,121355,7101,112,2,306,15,2017-10-22
152758,105523,7101,112,2,224,19,2017-10-22
152761,125222,7101,113,2,664,27,2017-10-29
152762,124365,7101,113,2,664,11,2017-10-29
152768,119049,7101,74,2,306,12,2017-01-29
152770,117036,7101,75,2,165,13,2017-02-05
152774,121108,7101,121,2,306,10,2017-12-24
152781,111398,7101,154,2,224,14,2018-08-12
152785,124460,7101,146,2,664,12,2018-06-17
152787,105043,7101,64,2,224,23,2016-11-20
152788,115372,7101,66,2,165,10,2016-12-04
152790,119192,7101,116,2,306,15,2017-11-19
152793,129110,7101,117,2,96,22,2017-11-26
152795,119311,7101,119,2,306,21,2017-12-10
152796,129164,7101,119,2,96,32,2017-12-10
152797,125627,7101,120,2,664,21,2017-12-17
152801,125239,7101,148,2,664,17,2018-07-01
152804,125363,7101,179,2,664,14,2019-02-03
152807,129281,7101,179,2,96,14,2019-02-03
152815,117648,7101,163,2,165,16,2018-10-14
152819,105043,7101,106,2,224,15,2017-09-10
152821,119311,7101,106,2,306,19,2017-09-10
152826,109518,7101,140,2,484,16,2018-05-06
152841,115583,7101,102,2,484,18,2017-08-13
152842,124575,7101,103,2,664,16,2017-08-20
152844,124460,7101,104,2,664,17,2017-08-27
152847,105568,7101,82,2,224,27,2017-03-26
152848,111524,7101,83,2,224,21,2017-04-02
152873,127495,7101,112,2,96,25,2017-10-22
152875,125476,7101,113,2,664,9,2017-10-29
152880,109263,7101,115,2,484,13,2017-11-12
152892,115455,7101,96,2,484,10,2017-07-02
152896,117463,7101,97,2,165,17,2017-07-09
152909,121374,7101,75,2,306,21,2017-02-05
152911,105005,7101,121,2,224,28,2017-12-24
152920,115035,7101,91,2,165,14,2017-05-28
152926,119602,7101,134,2,306,29,2018-03-25
152927,105523,7101,134,2,224,14,2018-03-25
152932,105554,7101,166,2,224,20,2018-11-04
152937,127276,7101,167,2,96,9,2018-11-11
152940,111524,7101,167,2,224,18,2018-11-11
152960,127422,7101,147,2,96,21,2018-06-24
152962,105568,7101,150,2,224,24,2018-07-15
152969,109518,7101,122,2,484,42,2017-12-31
152970,117624,7101,122,2,165,33,2017-12-31
152975,125430,7101,99,2,664,12,2017-07-23
152978,127204,7101,102,2,96,22,2017-08-13
152981,117405,7101,104,2,165,15,2017-08-27
152989,129110,7101,153,2,96,15,2018-08-05
153003,117463,7101,115,2,165,23,2017-11-12
153004,121374,7101,143,2,306,12,2018-05-27
153006,119311,7101,144,2,306,21,2018-06-03
153013,123557,7101,169,2,664,17,2018-11-25
153016,105523,7101,169,2,224,11,2018-11-25
153018,109548,7101,171,2,484,12,2018-12-09
153037,117133,7101,163,2,165,20,2018-10-14
153039,109518,7101,105,2,484,14,2017-09-03
153046,115409,7101,109,2,165,18,2017-10-01
153052,125222,7101,172,2,664,20,2018-12-16
153056,121151,7101,173,2,306,10,2018-12-23
153073,117463,7101,141,2,165,13,2018-05-13
153079,105554,7101,100,2,224,14,2017-07-30
153080,109383,7101,101,2,484,17,2017-08-06
153085,115409,7101,103,2,165,15,2017-08-20
153091,115409,7101,137,2,165,16,2018-04-15
153096,121374,7101,168,2,306,16,2018-11-18
153104,117133,7101,170,2,165,12,2018-12-02
153111,117218,7101,83,2,165,16,2017-04-02
153117,119619,7101,75,2,306,19,2017-02-05
153131,105005,7101,158,2,224,18,2018-09-09
153132,127081,7101,158,2,96,16,2018-09-09
153136,127410,7101,86,2,96,9,2017-04-23
153137,127276,7101,86,2,96,9,2017-04-23
153150,115409,7101,162,2,165,14,2018-10-07
153157,119049,7101,94,2,306,8,2017-06-18
153164,119034,7101,69,2,306,18,2016-12-25
153165,119049,7101,69,2,306,14,2016-12-25
153176,105264,7101,119,2,224,14,2017-12-10
153189,127495,7101,111,2,96,24,2017-10-15
153190,115583,7101,111,2,484,21,2017-10-15
153196,125475,7101,115,2,664,9,2017-11-12
153199,121087,7101,143,2,306,13,2018-05-27
153201,119049,7101,146,2,306,20,2018-06-17
153203,127495,7101,175,2,96,15,2019-01-06
153210,124460,7101,96,2,664,14,2017-07-02
153213,121151,7101,132,2,306,9,2018-03-11
153214,119192,7101,133,2,306,17,2018-03-18
153215,129110,7101,164,2,96,22,2018-10-21
153217,107589,7101,166,2,224,15,2018-11-04
153221,105264,7101,70,2,224,27,2017-01-01
153222,115409,7101,70,2,165,34,2017-01-01
153224,127081,7101,116,2,96,18,2017-11-19
153233,105554,7101,71,2,224,14,2017-01-08
153236,121293,7101,76,2,306,21,2017-02-12
153237,127434,7101,121,2,96,12,2017-12-24
153243,127576,7101,149,2,96,13,2018-07-08
153244,127422,7101,149,2,96,11,2018-07-08
153260,115598,7101,107,2,165,8,2017-09-17
153263,117133,7101,110,2,165,45,2017-10-08
153264,127576,7101,110,2,96,12,2017-10-08
153271,124365,7101,155,2,664,22,2018-08-19
153272,115372,7101,155,2,165,22,2018-08-19
153275,105043,7101,142,2,224,11,2018-05-20
153282,119619,7101,85,2,306,21,2017-04-16
153288,121355,7101,130,2,306,17,2018-02-25
153311,111398,7101,82,2,224,14,2017-03-26
153312,117624,7101,83,2,165,13,2017-04-02
153321,121355,7101,137,2,306,17,2018-04-15
